Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Price
561.9850280215805,732.3539111653575,617.2296970973633,557.9603793888224,433.8225145230384,17626.61560394099
661.3955717802559,448.08930433299713,913.1755528008497,986.790666753054,392.64411527759637,22918.33994406552
810.7264389966485,541.5883978269742,581.6776305601867,947.8109576116849,72.74092359463623,19844.766068008346
89.22040289437768,20.703638978893537,852.6027218410885,796.8325129726469,890.8924398047428,14745.28252183439
1002.1051824463503,818.338369757925,472.5548669470022,799.2618765173304,121.11301208978762,15104.31642784335
655.2791258393844,146.79376630686352,967.3409710587739,534.3726814720734,424.61382655029615,14426.73357039925
270.904946795138,792.8152979806379,467.0979401897457,582.0763636414961,19.240755646827665,12100.220191167804
632.4587490056981,626.7860200677595,631.7404127997511,966.3980323989751,698.183986281967,22932.59912478958
368.1360901875569,447.52072069052565,714.3743446295192,61.67088294837231,682.7691166163637,9682.130817427618
686.7331784889952,215.43174253961308,132.02052879856979,322.9986313463643,372.43982944524555,12303.890403214473
583.8814929079088,449.12794978541604,1012.0948101726476,104.49388620598074,213.88979824111073,14241.853765082138
165.18094631423617,668.782925276568,259.3706010007369,477.50223140485764,250.2918062096412,10600.640772544853
162.7848536530122,113.02414455224846,672.08149961244,141.49934218098053,201.30033836037478,3486.181354962986
377.57457475682725,840.6970673642855,99.43170641209474,858.0555852787752,98.40476968341818,20732.524132618484
999.8944921737173,479.8988304872464,1000.2033543069052,619.3618122189271,757.0059053038609,24783.144799251546
40.12829926842437,289.5943296782434,123.08127868228496,303.2475622626764,121.57718420914591,6951.068475651803
325.61477569943145,424.20530638302205,65.68703626115519,709.0914502349003,580.199889107533,18000.217800827944
271.7588387219921,535.8060067499005,96.19508301664428,589.7692114495276,951.5993063180432,18359.420206594466
326.21460731015543,683.42822908281,134.9610111020976,733.5190570174111,296.3518391779339,17935.93889176616
187.58795469528764,600.5892452455251,20.590127295993398,848.8345899185798,4.808167621168195,16620.067841758075
694.0841336793396,276.4881645487768,752.8386786535372,985.2810702002567,254.72321896443702,17827.838927713445
589.985110443865,606.2509376223632,585.9859515298543,228.43559182399315,975.6149877933926,16259.861170453443
457.8563877044504,866.7224806104349,716.2667779251244,304.5754376756569,833.3289673753367,17529.79104149399
406.0218786273123,902.2496738418295,595.2234215791193,902.8970105393693,709.1523482396323,21824.585559163417
742.6603825353119,513.3561670929431,979.0296419565813,659.4459640111487,434.027569723576,22338.66958998782
620.9466512669945,19.65383506875753,308.8126122747385,676.0177023925095,297.0394697834947,9426.054356536555
632.8477992948137,439.0591497684645,138.72544176378904,305.4411017789755,583.6440685580952,16267.508720595451
605.0537075181294,588.1090548219687,668.8776395337048,667.7537484817294,441.77247788438933,18330.412485671426
918.0637141514885,376.38335492904605,446.32568347200186,913.3295155360482,825.5426447831918,22151.64517609375
720.7819095453351,102.63233260779634,941.5501964745457,731.3830907382901,1022.8193347254953,18282.710010249713
153.0350639697856,888.9610827450514,166.39276510860782,630.3329938266564,126.79166243782811,13329.301745561404
868.360426825968,826.694613734411,582.7591563413436,416.95569635942365,70.82700334606136,13186.976304630607
714.1670637000332,464.4277070623425,739.3849338576363,887.1755017509163,998.9340211229551,23458.064385386144
876.3426226100337,11.995222205442019,368.6175380258446,747.5103359222354,175.7487895157151,9077.829595975772
533.5414847530284,55.642100059395716,204.79644149391368,18.966317527668707,812.7464482379987,7006.234738746345
229.29888057382925,353.64012103362836,950.355244508765,721.3203475696976,32.603063840059235,13592.63949129283
168.64681625386265,636.3938831357578,591.0820747306676,243.60224908749683,956.6351338749888,10577.610273163264
628.7011389090775,548.4879902975573,604.0678157870807,747.6449582251721,319.4316753711123,18034.442742313135
407.7783677092781,214.87999895052508,190.66163802146423,967.037327343548,757.3000141304705,18131.118088815856
502.2298200243887,232.872579044683,260.46103733288237,59.42186017164863,444.84262457151567,7569.3830498300795
319.27898316196104,713.0557325470305,386.81788343550045,183.91416582106604,25.271017872723178,8727.056229911057
68.86362261836655,695.6982000625329,464.5855688253904,549.4571121753315,918.1914040733103,11594.203306632418
1014.1070821342253,222.1025120240373,678.9920799745032,269.64211377884226,21.14662345290617,9744.310346864862
776.5797415282088,327.6975624422071,392.6670276320235,602.4367242788923,850.993618161859,17630.158585673063
644.0774078373363,893.5942711781328,280.10704365121103,817.1999579264652,190.09120696929506,20292.23114595899
975.6586567392712,703.9879950211229,220.67986136428385,970.1074846606584,748.3963461326416,24149.885266656285
260.03624201730645,218.43146482430154,530.6375310649992,26.278623287840333,212.44935725169603,3066.0237109666505
434.8779200015424,383.15005986224696,474.70123454956615,284.2917952458055,600.8671707731648,10776.672700689947
884.588140465389,120.35262050512188,529.7962057258129,135.237740897437,734.0643135412159,8240.009754173956
405.5651356746688,578.9914233431132,187.6785522832165,148.3241055676183,499.7696313845295,12660.867958694631
364.14744355835455,963.0023119388806,783.6930598983324,766.6315467269604,925.4090134998359,22620.781703204113
85.424573892627,565.4450892005443,598.5034946107073,985.0228516323625,299.15906743557,12968.920648379166
246.60867063341755,102.70099687986976,16.823940701669585,951.8380203952031,685.9945437090919,18513.678161818927
803.996581911693,288.49162829204386,600.4840101747985,65.49019250788467,497.28265823705385,9851.183558517489
1000.9550230983135,897.541371204189,346.27476668092993,984.6478382504945,237.26246550651342,16022.708388968094
972.1024741536578,963.9707696194546,818.3834494488491,645.5786873515941,895.2708778239457,16122.993884913249
300.05277133598383,869.3182006404282,632.7057325235444,13.554542345113077,355.56712236259284,9410.407546983866
151.696241610921,1005.3932951738913,489.8511944089478,509.3287582706306,654.819856792293,12894.913762594982
377.43063667672834,140.1858782060533,841.8485587909074,194.40426178842415,523.590638127571,8303.479224770308
229.700637670133,100.19275212189086,882.8841138398037,996.2695567596854,983.8946898565122,18274.302336206114
928.3128312024872,792.6244686834061,341.1406356773293,83.04782334770869,417.0149595277387,11737.476754886311
237.80776158304536,135.66733799217457,54.70943414970907,743.0086289516327,11.701717632031773,12561.133627224404
789.0746864668429,150.47336488998405,81.43061256883789,91.75350706033191,688.1769547304084,11545.708415520334
251.25602288931304,430.6324138804208,570.7456423156909,881.2044020006848,744.4933250164001,15863.58297626013
276.8157749644438,134.63838647411467,56.70330411130669,308.8370017084851,268.4089848214305,9620.202484952912
467.08794040369116,699.6800876008248,712.3204563341898,290.32329890013864,389.0452028417234,14131.642088965222
185.4985848185887,807.4706046018752,58.21243026763807,713.725175526387,797.3840854436899,19588.748954468698
